source_file,informacion_personal_nombre_y_apellidos,informacion_personal_estado_civil,informacion_personal_regimen_economico_matrimonial,informacion_personal_fecha_eleccion,informacion_personal_fecha_presentacion_credencial,informacion_personal_cargo,informacion_personal_circunscripcion,facebook,instagram,twitter,website,rentas_percibidas_percepciones_salariales,rentas_percibidas_dividendos_y_participaciones,rentas_percibidas_intereses_financieros,rentas_percibidas_otras_rentas,irpf_cantidad_pagada,bienes_patrimoniales_inmuebles_urbanos,bienes_patrimoniales_inmuebles_rusticos,bienes_patrimoniales_bienes_sociedades_no_cotizadas,depositos_y_cuentas_cuentas,otros_bienes_y_derechos_deuda_publica_y_valores,otros_bienes_y_derechos_acciones_y_participaciones,otros_bienes_y_derechos_sociedades_participadas_mas_5_por_ciento,vehiculos,otros_bienes_no_declarados_anteriormente,deudas_y_obligaciones,observaciones,deputy_id,photo_path,logo_path,hemiciclo_path,name_slug,scraped_salary
deputy_118_assets_000109_001_e_0051369_20241211.json,JOSE ANTONIO BERMUDEZ DE CASTRO FERNANDEZ,CASADO,SEPARACION DE BIENES,23 DE JULIO DE 2023,4 DE AGOSTO DE 2023,Diputado,SALAMANCA,,,,,[],[],[],[],,"[{""clase_y_caracteristicas"": ""VIVIENDA RUSTICA Y PÁRCELA"", ""valor_catastral"": 40778, ""situacion"": ""Cantabria"", ""fecha_adquisicion"": ""09/05/2024"", ""derecho_sobre_el_bien"": ""Pleno Dominio"", ""titulo_adquisicion"": ""Adquirida en subasta pública al Estado""}]",[],[],[],[],[],[],"[{""fecha_adquisicion"": ""6 de Septiembre de 2024"", ""descripcion"": ""Mercedes 220 D (segunda mano - año 2018). Procedo a venta anterior vehículo de mi propiedad que figuraba en declaración de inicio de legislatura""}]",[],[],,118,fotos_diputados\deputy_118.jpg,Logo_partidos\deputy_0118.jpg,hemiciclo\hemi_0118_3.gif,jose-antonio-bermudez-castro-fernandez,
deputy_119_assets_000111_000_e_0000471_20230804.json,VIOLANTE TOMÁS OLIVARES,CASADA,SEPARACIÓN DE BIENES,23 JULIO 2023,4 AGOSTO 2023,Diputado,MURCIA,https://www.facebook.com/violante.tomasolivares,https://www.instagram.com/violante.tomas/,https://twitter.com/ViolanteTomas,,[],[],[],[],12939.62,"[{""clase_y_caracteristicas"": ""VIVIENDA, GARAJE Y TRASTERO"", ""situacion"": ""MURCIA"", ""fecha_adquisicion"": ""2001"", ""derecho_sobre_el_bien"": ""PLENO DOMINIO"", ""titulo_adquisicion"": ""COMPRAVENTA""}, {""clase_y_caracteristicas"": ""DUPLEX Y GARAJE PLAYA"", ""situacion"": ""TORRE DE LA HORADADA"", ""fecha_adquisicion"": ""2001"", ""derecho_sobre_el_bien"": ""PLENO DOMINIO"", ""titulo_adquisicion"": ""COMPRAVENTA""}, {""clase_y_caracteristicas"": ""APARTAMENTO, GARAJE Y TRASTERO"", ""situacion"": ""LA ALBERCA. MURCIA"", ""fecha_adquisicion"": ""2010"", ""derecho_sobre_el_bien"": ""PROPIEDAD AL 50%"", ""titulo_adquisicion"": ""COMPRAVENTA""}, {""clase_y_caracteristicas"": ""VIVIENDA Y TRES PLAZAS DE GARAJE"", ""situacion"": ""JUMILLA"", ""fecha_adquisicion"": ""2020"", ""derecho_sobre_el_bien"": ""PROPIEDAD AL 50%"", ""titulo_adquisicion"": ""HERENCIA PADRE Y DONACIÓN MADRE""}]",[],[],"[{""tipo"": ""CUENTA CORRIENTE"", ""saldo"": 9026.92}]",[],[],[],"[{""fecha_adquisicion"": ""2005"", ""descripcion"": ""AUDI A6""}]","[{""tipo"": ""PLAN DE PENSIONES"", ""valor"": 29792.61}]","[{""descripcion"": ""PRESTAMO VIVIENDA COMPARTIDA AL 50%"", ""fecha_concesion"": ""22/09/2010"", ""importe_concedido"": 138795, ""saldo_pendiente"": 86026}]",,119,fotos_diputados\deputy_119.jpg,Logo_partidos\deputy_0119.jpg,hemiciclo\hemi_0119_2716.gif,violante-tomas-olivares,91261.66
deputy_120_assets_000344_000_e_0001454_20230817.json,PATXI LOPEZ ÁLVAREZ,CASADO,GANANCIALES,23/07/2023,04/08/2023,Diputado,BIZKAIÁ,https://www.facebook.com/PatxiLopez,https://www.instagram.com/patxilopez/,https://twitter.com/patxilopez,http://www.patxilopez.com/,[],[],[],"[{""concepto"": ""OTRAS rentas o percepciones de cualquier clase"", ""euros"": 537.4}]",20602.47,"[{""clase"": ""VIVIENDA"", ""situacion"": ""BIZKAIA"", ""fecha_adquisicion"": ""2016"", ""derecho"": ""GANANCIAL"", ""titulo"": ""COMPRAVENTA""}, {""clase"": ""APARTAMENTO"", ""situacion"": ""CANTABIA"", ""fecha_adquisicion"": ""2009"", ""derecho"": ""GANANCIAL"", ""titulo"": ""COMPRAVENTA""}, {""clase"": ""PISO"", ""situacion"": ""BIZKAIA"", ""fecha_adquisicion"": null, ""derecho"": null, ""titulo"": ""HERENCIA""}]",[],[],"[{""tipo"": ""DEPÓSITOS Y CUENTA CORRIENTE"", ""saldo"": 84297.5}, {""tipo"": ""PLAN DE PENSIONES"", ""saldo"": 45943.28}]",[],"[{""descripcion"": ""ACCIONES BBVA"", ""valor"": 35000}]",[],"[{""fecha_adquisicion"": ""01/02/2014"", ""descripcion"": ""FIAT 500""}, {""fecha_adquisicion"": ""28/07/2020"", ""descripcion"": ""KIA NIRO""}]","[{""descripcion"": ""MICROCRÉDITO PSOE"", ""valor"": 3000}]","[{""prestamo"": ""PRESTAMO HIPOTECARIO BBK"", ""fecha_concesion"": ""31/10/2016"", ""importe_concedido"": 175000, ""saldo_pendiente"": 42748.57}]",,120,fotos_diputados\deputy_120.jpg,Logo_partidos\deputy_0120.jpg,hemiciclo\hemi_0120_1201.gif,patxi-lopez-alvarez,117439.98
deputy_121_assets_000112_000_e_0000476_20230804.json,Jacobo González-Robatto Perote,Divorciado,,23 julio 2023,04/08/2023,Diputado,Granada,,,,,"[{""concepto"": ""Sueldos y Salarios"", ""euros"": ""32.601,25""}]",[],[],[],12826.43,"[{""clase_y_caracteristicas"": ""Terreno Urbano"", ""situacion"": ""Madrid"", ""fecha_adquisicion"": ""marzo 2023"", ""derecho_sobre_el_bien"": ""50% propiedad. Comprarenta.""}]",[],[],"[{""descripcion"": ""Depósito a cuenta el 4 de agosto de 2023"", ""saldo"": ""124.588,32€""}]","[{""descripcion"": ""33.308 acciones de Mugardos S.A. (valor de acciones a diciembre 2022)"", ""valor"": ""73.277,6€""}]",[],[],"[{""fecha_adquisicion"": ""2010"", ""descripcion"": ""Jeep Wrangler JK""}, {""fecha_adquisicion"": ""2018"", ""descripcion"": ""Harley Davidson Breakout 2017""}, {""fecha_adquisicion"": ""2021"", ""descripcion"": ""BMW RT1150 año 2001""}, {""fecha_adquisicion"": ""2022"", ""descripcion"": ""Land Rover Defender""}]",[],[],,121,fotos_diputados\deputy_121.jpg,Logo_partidos\deputy_0121.jpg,hemiciclo\hemi_0121_2604.gif,jacobo-gonzalez-robatto-perote,91261.66
deputy_122_assets_000114_000_e_0001215_20230816.json,Raquel Coliño Fernández,Casado,Gananciales,23 julio 2023,07 de agosto 2023,Senador,Asturias,,,,,"[{""concepto"": ""Salario Servicio de Salud del Principado de Asturias"", ""euros"": 42626.87}, {""concepto"": ""Profesor asociado Escuela Andaluza de Salud Pública"", ""euros"": 8458.14}, {""concepto"": ""Conferencias Salud Pública durante 2022"", ""euros"": 348.5}]",[],[],[],19614.43,"[{""clase_y_caracteristicas"": ""Vivienda"", ""situacion"": ""Asturias"", ""fecha_adquisicion"": ""2016"", ""derecho_sobre_el_bien"": ""Propietario 50%"", ""titulo_adquisicion"": ""Compraventa""}, {""clase_y_caracteristicas"": ""Vivienda"", ""situacion"": ""Asturias"", ""fecha_adquisicion"": ""2018"", ""derecho_sobre_el_bien"": ""33,33% como propietario (recibida por herencia) 16,66% nuda propiedad (por donación)"", ""titulo_adquisicion"": """"}, {""clase_y_caracteristicas"": ""Vivienda"", ""situacion"": ""Asturias"", ""fecha_adquisicion"": ""2023"", ""derecho_sobre_el_bien"": ""50% en nuda propiedad (por donación)"", ""titulo_adquisicion"": """"}, {""clase_y_caracteristicas"": ""Vivienda"", ""situacion"": ""Asturias"", ""fecha_adquisicion"": ""2023"", ""derecho_sobre_el_bien"": ""Propietario 50%"", ""titulo_adquisicion"": ""por herencia""}]","[{""clase_y_caracteristicas"": ""Vivienda"", ""situacion"": ""Asturias"", ""fecha_adquisicion"": ""2023"", ""derecho_sobre_el_bien"": ""33,33% como propietario (recibida por herencia) 16,66% nuda propiedad (por donación)"", ""titulo_adquisicion"": """"}, {""clase_y_caracteristicas"": ""Seis parcelas de uso agrario (con una superficie total de 13.465 m²)"", ""situacion"": ""Asturias"", ""fecha_adquisicion"": ""2023"", ""derecho_sobre_el_bien"": ""33,33% como propietario (recibida por herencia) 16,66% nuda propiedad (por donación)"", ""titulo_adquisicion"": """"}]",[],"[{""descripcion"": ""Cuenta bancaria"", ""fecha"": ""14 de agosto 2023"", ""saldo"": 46012.25}]",[],[],[],"[{""fecha_adquisicion"": ""2017"", ""descripcion"": ""Hyundai Tucson""}]",[],"[{""descripcion"": ""Préstamo hipotecario"", ""fecha_concesion"": ""2016"", ""importe_concedido"": 192330.65, ""saldo_pendiente"": 162780.56}, {""descripcion"": ""Préstamo coche"", ""fecha_concesion"": ""2017"", ""importe_concedido"": 14500, ""saldo_pendiente"": 9563.38}]",,122,fotos_diputados\deputy_122.jpg,Logo_partidos\deputy_0122.jpg,hemiciclo\hemi_0122_2505.gif,raquel-colino-fernandez,
deputy_123_assets_000113_000_e_0000487_20230807.json,SERGIO CARLOS MATOS CASTRO,SOLTERO,,23/7/2023,7/8/2023,Diputado,PROVINCIA DE SANTA CRUZ DE TENERIFE,,,,,"[{""concepto"": ""Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones"", ""saldo_neto"": 47971.14}]",[],[],[],8401.0,[],[],[],"[{""tipo"": ""PLAN DE PENSIONES"", ""entidad"": ""CAIXA"", ""saldo"": 11500}, {""tipo"": ""CUENTA AHORRO"", ""entidad"": ""NATIONALE NEDERLANDER"", ""saldo"": null}, {""tipo"": ""CUENTA CORRIENTE"", ""entidad"": ""CAIXA"", ""saldo"": null}]",[],[],[],"[{""fecha_adquisicion"": ""19/12/2020"", ""descripcion"": ""KIA SPORTAGE 6930 LLL. RENTING""}]",[],[],"LA CANTIDAD PAGADA POR IRPF ES DEBIDO A QUE, LAS PERSONAS RESIDENTES EN LA PALMA TIENEN UN BENEFICIO DEL 60%. MEDIDA ADOPTADA POR EL GOBIERNO CENTRAL PARA PALIAR DE LA LOS EFECTOS DE LA ERUPCIÓN VOLCÁNICA.",123,fotos_diputados\deputy_123.jpg,Logo_partidos\deputy_0123.jpg,,sergio-carlos-matos-castro,71897.0
deputy_123_assets_000113_001_e_0047251_20241106.json,SERGIO CARLOS MATOS CASTRO,SOLTERO,,23 JULIO DE 2023,07 AGOSTO DE 2023,Senador,,,,,,[],[],[],[],,"[{""clase_y_caracteristicas"": ""PISO"", ""situacion"": ""LA PALMA, STA. CRUZ DE TENERIFE"", ""fecha_adquisicion"": ""JULIO DE 2024"", ""derecho_sobre_el_bien"": ""PLENO DOMINIO""}]",[],[],"[{""tipo"": ""CUENTA DE AHORROS"", ""entidad"": ""NATIONAL NETHERLANDS"", ""saldo"": -6700}]",[],[],[],[],[],[],"EN RELACIÓN CON LOS -6.700€ QUE SE HABÍAN DECLARADO INICIALMENTE, EN ESTE MOMENTO, SE RETIRÓ EL DINERO Y SE CANCELÓ LA CUENTA DE AHORROS.",123,fotos_diputados\deputy_123.jpg,Logo_partidos\deputy_0123.jpg,,sergio-carlos-matos-castro,71897.0
deputy_123_assets_000113_002_e_0051253_20241211.json,SERGIO MATOS CASTRO,SOLTERO,,23/07/2023,07/08/2023,Diputado,SANTA CRUZ DE TENERIFE,,,,,[],[],[],[],3450.22,[],[],[],"[{""descripcion"": ""CUENTA CORRIENTES CAIXABANK"", ""saldo"": 18583.12}, {""descripcion"": ""NATIONALE NEDERLANDER"", ""saldo"": null}, {""descripcion"": ""PLAN DE PENSIONES CAIXABANK"", ""saldo"": null}]",[],[],[],[],[],"[{""descripcion"": ""CAIXABANK"", ""fecha_concesion"": ""JULIO 2024"", ""importe_concedido"": 123300, ""saldo_pendiente"": 121736.36}]",Me remito en todos los apartados no cumplimentados a las declaraciones presentadas con anterioridad.,123,fotos_diputados\deputy_123.jpg,Logo_partidos\deputy_0123.jpg,,sergio-matos-castro,84146.72
deputy_124_assets_000115_000_e_0000495_20230807.json,Emilio Jesús del Valle Rodríguez,Casado,Gananciales,23 de julio de 2023,7 de agosto de 2023,Senador,Cantabria,,,https://twitter.com/edelvallerod,,[],[],[],"[{""concepto"": ""RENTAS INMUEBLES A DISPOSICIÓN DEL TITULAR"", ""euros"": 131.39}]",13710.47,"[{""clase"": ""VIVIENDA HABITUAL"", ""situacion"": ""SANTANDER (Cantabria)"", ""fecha_adquisicion"": ""JULIO 2002"", ""derecho"": ""GANANCIAL (50%)"", ""titulo"": ""COMPRAVENTA""}, {""clase"": ""GARAJE"", ""situacion"": ""SANTANDER (Cantabria)"", ""fecha_adquisicion"": ""JULIO 2002"", ""derecho"": ""GANANCIAL (50%)"", ""titulo"": ""COMPRAVENTA""}, {""clase"": ""TRASTERO"", ""situacion"": ""SANTANDER (Cantabria)"", ""fecha_adquisicion"": ""JULIO 2002"", ""derecho"": ""GANANCIAL (50%)"", ""titulo"": ""COMPRAVENTA""}]",[],[],"[{""tipo"": ""CUENTAS CORRIENTES"", ""saldo"": 14000}]",[],[],[],"[{""fecha_adquisicion"": ""OCTUBRE 2009"", ""descripcion"": ""RENAULT CLIO""}, {""fecha_adquisicion"": ""NOVIEMBRE 2011"", ""descripcion"": ""FORD FOCUS""}]",[],"[{""descripcion"": ""PRESTAMO HIPOTECARIO PARA VIVIENDA HABITUAL. BANCO SANTANDER"", ""fecha_concesion"": ""JUNIO 2002"", ""importe_concedido"": 186313.75, ""saldo_pendiente"": 35675.49}]",,124,fotos_diputados\deputy_124.jpg,Logo_partidos\deputy_0124.jpg,hemiciclo\hemi_0124_2616.gif,emilio-jesus-valle-rodriguez,
deputy_125_assets_000116_000_e_0000506_20230807.json,ENRIQUE FERNANDO SANTIAGO ROMERO,,,,,,,,,https://twitter.com/EnriqueSantiago,,[],[],[],[],35827.99,"[{""clase_y_caracteristicas"": ""APARTAMENTO/PISO"", ""situacion"": ""MADRID"", ""fecha_adquisicion"": ""DICIEMBRE 2001"", ""derecho_sobre_el_bien"": ""50% NUDA PROPIEDAD"", ""titulo_adquisicion"": ""COMPRAVENTA""}]",[],[],"[{""descripcion"": ""50% CUENTAS CORRIENTES (2) CAIXABANK"", ""saldo"": 48489875}, {""descripcion"": ""CUENTAS CORRIENTES (3) CAIXABANK"", ""saldo"": null}]","[{""descripcion"": ""PARTICIPACIONES EN TUTELA LEGAL SAS (16%)"", ""valor"": 2286.37}, {""descripcion"": ""ACCIONES EN EDITORIAL MONG SL"", ""valor"": 1000}]",[],[],"[{""fecha_adquisicion"": ""28 DICIEMBRE 2015"", ""descripcion"": ""MOTOCICLETA YAMAHA YP125RA""}]",[],"[{""descripcion"": ""50% CRÉDITO HIPOTECARIO CAIXABANK"", ""fecha_concesion"": ""21/12/2001"", ""importe_concedido"": 105177.12, ""saldo_pendiente"": 6886.67}]",,125,fotos_diputados\deputy_125.jpg,Logo_partidos\deputy_0125.jpg,hemiciclo\hemi_0125_2204.gif,enrique-fernando-santiago-romero,91261.66
deputy_126_assets_000118_000_e_0000511_20230807.json,FRANCISCO JOSÉ SALAZAR RODRÍGUEZ,CASADO,GANANCIALES,23/07/2023,07/08/2023,Diputado,SEVILLA,,,,,"[{""concepto"": ""NÓMINA"", ""euros"": ""5.644,60€""}]",[],[],[],47329.72,"[{""clase_y_caracteristicas"": ""PLENO DOMINIO"", ""situacion"": ""SEVILLA"", ""fecha_adquisicion"": ""2011"", ""derecho_sobre_el_bien_y_titulo_adquisicion"": ""PLENO DOMINIO. COMPRA""}]",[],[],"[{""tipo"": ""TRANSFERENCIAS PERIÓDICAS"", ""saldo"": ""9.868,74 €""}]",[],[],[],[],"[{""descripcion"": ""VENTA DE INMUEBLE"", ""valor"": ""2.400€""}]","[{""prestamos_descripcion_y_acreedor"": ""CRÉDITO HIPOTECARIO (AL 50%)"", ""fecha_concesion"": ""18/06/2011"", ""importe_concedido"": ""139.491.535€"", ""saldo_pendiente"": ""83.758.125 €""}]",Los ingresos salariales en concepto de nómina son mensuales. Las rentas percibidas por la venta del inmueble son anuales.,126,fotos_diputados\deputy_126.jpg,Logo_partidos\deputy_0126.jpg,,francisco-jose-salazar-rodriguez,134307.55
deputy_126_assets_000118_002_e_0005044_20231129.json,FRANCISCO JOSÉ SALAZAR RODRÍGUEZ,CASADO,GANANCIALES,23/07/2023,07/08/2023,Diputado,,,,,,"[{""concepto"": ""NÓMINA"", ""euros"": ""4.197,43€""}]",[],[],[],47329.72,"[{""clase_y_caracteristicas"": ""PLENO DOMINIO"", ""situacion"": ""SEVILLA"", ""fecha_adquisicion"": ""2011"", ""derecho_sobre_el_bien"": ""PLENO DOMINIO"", ""titulo_adquisicion"": ""COMPRA""}]",[],[],"[{""saldo"": ""9.868,74€""}]",[],[],[],[],"[{""descripcion"": ""VENTA DE INMUEBLE"", ""valor"": ""8.000 €""}]","[{""descripcion"": ""CRÉDITO HIPOTECARIO (AL 50%)"", ""fecha_concesion"": ""18/06/2011"", ""importe_concedido"": ""139.491,535 €"", ""saldo_pendiente"": ""82.195,95 €""}]",,126,fotos_diputados\deputy_126.jpg,Logo_partidos\deputy_0126.jpg,,francisco-jose-salazar-rodriguez,134307.55
deputy_127_assets_000117_000_e_0000509_20230807.json,JOSE LUIS ABALOS MECO,DIVORCIADO,,23-07-2023,07-08-2023,Diputado,,https://www.facebook.com/jose.l.meco,,https://twitter.com/abalosmeco,http://joseluisabalos.wordpress.com/,"[{""concepto"": ""Presidente de la Comisión de Interior Congreso Diputados"", ""euros"": ""4.082,89€ mensual""}, {""concepto"": ""Colaborador Fábrica de la Tele"", ""euros"": ""425""}]",[],[],[],15803.55,"[{""clase"": ""VIVIENDA"", ""situacion"": ""VALENCIA"", ""fecha_adquisicion"": ""1987"", ""derecho"": ""PLENO DOMINIO COMPRAVENTA""}, {""clase"": ""LOCAL COMERCIAL"", ""situacion"": ""VALENCIA"", ""fecha_adquisicion"": ""2020"", ""derecho"": ""PLENO DOMINIO COMPRAVENTA""}, {""clase"": ""LOCAL COMERCIAL"", ""situacion"": ""VALENCIA"", ""fecha_adquisicion"": ""2003"", ""derecho"": ""50% PLENO DOMINIO""}, {""clase"": ""VIVIENDA"", ""situacion"": ""MADRID"", ""fecha_adquisicion"": ""2010"", ""derecho"": ""50% PLENO DOMINIO""}]",[],[],"[{""saldo"": ""16.728""}]",[],[],[],"[{""fecha_adquisicion"": ""2021"", ""descripcion"": ""VEHÍCULO RANGE ROVER 2008""}, {""fecha_adquisicion"": ""2022"", ""descripcion"": ""VEHÍCULO VOLKSWAGEN TIGUAN 2020""}]","[{""descripcion"": ""Plan \""Vida Caixa\"""", ""valor"": ""22.294,34€""}, {""descripcion"": ""Plan Pensiones Congreso (BBVA)"", ""valor"": ""13.000€""}]","[{""descripcion"": ""HIPOTECARIO LA CAIXA"", ""fecha_concesion"": ""2008"", ""importe_concedido"": ""175.000"", ""saldo_pendiente"": ""95.726""}, {""descripcion"": ""HIPOTECARIO LA CAIXA"", ""fecha_concesion"": ""2010"", ""importe_concedido"": ""100.000"", ""saldo_pendiente"": ""24.534""}, {""descripcion"": ""HIPOTECARIO LA CAIXA"", ""fecha_concesion"": ""2020"", ""importe_concedido"": ""50.000"", ""saldo_pendiente"": ""20.667""}, {""descripcion"": ""FINANCIERA SOFINCO POR COMPRA DE VEHICULO"", ""saldo_pendiente"": ""34.225""}, {""descripcion"": ""PENSION ALIMENTOS HIJOS"", ""saldo_pendiente"": ""1.500 EUROS MENSUALES""}]",,127,fotos_diputados\deputy_127.jpg,Logo_partidos\deputy_0127.jpg,hemiciclo\hemi_0127_2701.gif,jose-luis-abalos-meco,74413.36
deputy_128_assets_000120_000_e_0000518_20230807.json,JOSE ANTONIO RODRIGUEZ SALAS,CASADO,SEPARACION DE BIENES,23/JULIO/2023,7/8/2023,Diputado,,https://www.facebook.com/JoseantonioJun/,https://www.instagram.com/joseantoniojun/,https://twitter.com/JoseantonioJun,,[],[],[],[],13765.7,"[{""clase_y_caracteristicas"": ""CASA VIVIENDA HABITUAL"", ""situacion"": ""JUN (GRANADA)"", ""fecha_adquisicion"": ""2004"", ""derecho_sobre_el_bien"": ""100% PROPIETARIO"", ""titulo_adquisicion"": ""COMPRA VENTA""}, {""clase_y_caracteristicas"": ""VIVIENDA PADRES (HERENCIA)"", ""situacion"": ""JUN (GRANADA)"", ""fecha_adquisicion"": ""2005"", ""derecho_sobre_el_bien"": ""25% NUDA PROPIEDAD"", ""titulo_adquisicion"": ""HERENCIA""}, {""clase_y_caracteristicas"": ""ALMACEN"", ""situacion"": ""JUN (GRANADA)"", ""fecha_adquisicion"": ""2005"", ""derecho_sobre_el_bien"": ""25% NUDA PROPIEDAD"", ""titulo_adquisicion"": ""HERENCIA""}]",[],[],"[{""tipo"": ""CUENTAS CORRIENTES"", ""saldo"": 7455}]","[{""descripcion"": ""FONDO INVERSION S&P500"", ""valor"": 2134}]","[{""descripcion"": ""ACCIONES A3MEDIA"", ""valor"": 432}, {""descripcion"": ""SANTANDER"", ""valor"": 2245}, {""descripcion"": ""TELEFONICA"", ""valor"": 766}]",[],"[{""fecha_adquisicion"": ""2007"", ""descripcion"": ""VOLKSWAGEN EOS""}, {""fecha_adquisicion"": ""2023"", ""descripcion"": ""TESLA MODEL S""}]","[{""descripcion"": ""PLAN DE PENSIONES ING S&P"", ""valor"": 26091}, {""descripcion"": ""PLAN DE PENSIONES SANTANDER"", ""valor"": 11206}]","[{""descripcion"": ""HIPOTECA CAJA DE AHORROS DE GRANADA"", ""fecha_concesion"": ""2004"", ""importe_concedido"": 150000, ""saldo_pendiente"": 25974}]",,128,fotos_diputados\deputy_128.jpg,Logo_partidos\deputy_0128.jpg,hemiciclo\hemi_0128_1403.gif,jose-antonio-rodriguez-salas,91261.66
deputy_129_assets_000121_000_e_0000519_20230807.json,MODESTO POSE MESURA,CASADO,GANANCIALES,23 DE JULIO DE 2023,7 DE AGOSTO DE 2023,Diputado,,,,https://twitter.com/modestopose,,"[{""concepto"": ""TRIENIOS DEL SERVICIO GALLEGO DE SALUD"", ""euros"": 8036}]",[],[],[],16598.0,"[{""clase_y_caracteristicas"": ""VIVIENDA"", ""situacion"": ""A CORUÑA"", ""fecha_adquisicion"": ""2019"", ""derecho_sobre_el_bien"": ""PD HERENCIA""}, {""clase_y_caracteristicas"": ""FINCA URBANA (EN CONSTRUCCIÓN)"", ""situacion"": ""A CORUÑA"", ""fecha_adquisicion"": ""2015"", ""derecho_sobre_el_bien"": ""PD COMPRA""}, {""clase_y_caracteristicas"": ""FINCA URBANA"", ""situacion"": ""A CORUÑA"", ""fecha_adquisicion"": ""2019"", ""derecho_sobre_el_bien"": ""PD HERENCIA""}]",[],[],"[{""tipo"": ""CUENTA DE AHORRO"", ""entidad"": ""ABANCA"", ""saldo"": 450000}, {""tipo"": ""CUENTA CORRIENTE"", ""entidad"": ""ABANCA"", ""saldo"": 2000}]",[],[],[],"[{""fecha_adquisicion"": ""2011"", ""descripcion"": ""HYUNDAI 135""}]","[{""descripcion"": ""PREVISION SANITARIA NACIONAL"", ""valor"": 13000}, {""descripcion"": ""PLAN PENSIONES ABANCA"", ""valor"": 1500}]",[],,129,fotos_diputados\deputy_129.jpg,Logo_partidos\deputy_0129.jpg,hemiciclo\hemi_0129_1801.gif,modesto-pose-mesura,91261.66
deputy_130_assets_000122_000_e_0000521_20230807.json,Herminio Rufino Sancho Iñiguez,Casado,Gananciales,23/07/2023,7/08/2023,Senador,Teruel,https://www.facebook.com/herminio.sanchoiniquez,,https://twitter.com/sancho_herminio,,"[{""concepto"": ""Las correspondientes como diputado de la XIV Legislatura"", ""euros"": null}]","[{""concepto"": ""Las correspondientes como diputado de la XIV Legislatura"", ""euros"": null}]","[{""concepto"": ""Las correspondientes como diputado de la XIV Legislatura"", ""euros"": null}]","[{""concepto"": ""Las correspondientes como diputado de la XIV Legislatura"", ""euros"": null}]",13654.2,"[{""clase_y_caracteristicas"": ""Vivienda"", ""situacion"": ""Orrios"", ""fecha_adquisicion"": ""2011"", ""derecho_sobre_el_bien"": ""Herencia 60%""}, {""clase_y_caracteristicas"": ""Vivienda"", ""situacion"": ""Mezquita de Jarque"", ""fecha_adquisicion"": ""1993"", ""derecho_sobre_el_bien"": ""Compraventa 50%""}]","[{""clase_y_caracteristicas"": ""45,97 Hectáreas de tierra"", ""situacion"": ""Teruel"", ""fecha_adquisicion"": ""2005, 1994"", ""derecho_sobre_el_bien"": ""Compraventa y herencia (100%)""}]","[{""clase_y_caracteristicas"": ""2 naves de ovino"", ""situacion"": ""Teruel"", ""fecha_adquisicion"": ""1994-1999"", ""derecho_sobre_el_bien"": ""Propiedad""}, {""clase_y_caracteristicas"": ""Nave almacén"", ""situacion"": ""Teruel"", ""fecha_adquisicion"": ""1984"", ""derecho_sobre_el_bien"": ""Propiedad""}]","[{""tipo"": ""Cuenta corriente"", ""saldo"": 62589.06}]",[],[],[],"[{""fecha_adquisicion"": ""14/05/2015"", ""descripcion"": ""Tractor""}, {""fecha_adquisicion"": ""10/02/2013"", ""descripcion"": ""Vehículo Toyota""}]","[{""tipo"": ""Fondo"", ""valor"": 37937.41}, {""tipo"": ""Capital social"", ""valor"": 4267.81}]",[],,130,fotos_diputados\deputy_130.jpg,Logo_partidos\deputy_0130.jpg,hemiciclo\hemi_0130_1611.gif,herminio-rufino-sancho-iniguez,91261.66
deputy_131_assets_000119_000_e_0000516_20230807.json,JUAN DIEGO REQUENA RUIZ,CASADO,GANANCIALES,23 DE JULIO DE 2023,7 DE AGOSTO DE 2023,Diputado,JAÉN,https://www.facebook.com/JuanDiegoRequenaRuiz,https://www.instagram.com/juandiego_requena/,https://twitter.com/JDRequenaRuiz,,[],[],[],[],13654.9,"[{""clase"": ""PISO"", ""situacion"": ""CUENCA"", ""fecha_adquisicion"": ""29/11/2010"", ""derecho"": ""GANANCIAL POR COMPRAVENTA""}, {""clase"": ""PLAZA APARCAMIENTO"", ""situacion"": ""CUENCA"", ""fecha_adquisicion"": ""29/11/2010"", ""derecho"": ""GANANCIAL POR COMPRAVENTA""}, {""clase"": ""SOLAR"", ""situacion"": ""JAEN"", ""fecha_adquisicion"": ""28/10/2021"", ""derecho"": ""GANANCIAL POR COMPRAVENTA""}]",[],[],"[{""tipo"": ""CUENTA CORRIENTE Y CUENTA AHORRO"", ""saldo"": 117000}]",[],[],[],"[{""fecha_adquisicion"": ""JULIO 2007"", ""descripcion"": ""BMW 118D""}, {""fecha_adquisicion"": ""AGOSTO 2011"", ""descripcion"": ""NISSAN QASHQAI""}, {""fecha_adquisicion"": ""JUNIO 2019"", ""descripcion"": ""BMW X3""}]",[],"[{""descripcion"": ""PRESTAMO HIPOTECARIO"", ""fecha_concesion"": ""29/11/2010"", ""importe_concedido"": 103000, ""saldo_pendiente"": 16000}, {""descripcion"": ""PRESTAMO PERSONAL"", ""fecha_concesion"": ""19/06/2019"", ""importe_concedido"": 20000, ""saldo_pendiente"": 4049}]",,131,fotos_diputados\deputy_131.jpg,Logo_partidos\deputy_0131.jpg,hemiciclo\hemi_0131_3507.gif,juan-diego-requena-ruiz,91261.66
