LEGISLATURA,ARCHIVO_FUENTE,NOMBRE_Y_APELLIDOS,ESTADO_CIVIL,REGIMEN_ECONOMICO_MATRIMONIAL,FECHA_ELECCION_PARLAMENTARIO,FECHA_PRESENTACION_CREDENCIAL_CAMARA,CARGO,CIRCUNSCRIPCION,RENTAS_NUM_PERCEPCIONES_SALARIALES,RENTAS_TOTAL_SALARIALES,RENTAS_DETALLE_SALARIALES,RENTAS_NUM_DIVIDENDOS,RENTAS_TOTAL_DIVIDENDOS,RENTAS_DETALLE_DIVIDENDOS,RENTAS_NUM_INTERESES,RENTAS_TOTAL_INTERESES,RENTAS_DETALLE_INTERESES,RENTAS_NUM_OTRAS,RENTAS_TOTAL_OTRAS,RENTAS_DETALLE_OTRAS,CANTIDAD_PAGADA_POR_IRPF,BIENES_NUM_INMUEBLES_URBANOS,BIENES_DETALLE_INMUEBLES_URBANOS,BIENES_NUM_INMUEBLES_RUSTICOS,BIENES_DETALLE_INMUEBLES_RUSTICOS,BIENES_NUM_SOCIEDADES_NO_COTIZADAS,BIENES_DETALLE_SOCIEDADES_NO_COTIZADAS,DEPOSITOS_NUM_CUENTAS,DEPOSITOS_SALDO_TOTAL,DEPOSITOS_DETALLE_CUENTAS,OTROS_BIENES_NUM_DEUDA_PUBLICA,OTROS_BIENES_DETALLE_DEUDA_PUBLICA,OTROS_BIENES_NUM_ACCIONES,OTROS_BIENES_DETALLE_ACCIONES,OTROS_BIENES_NUM_SOCIEDADES_MAS_5PCT,OTROS_BIENES_DETALLE_SOCIEDADES_MAS_5PCT,VEHICULOS_NUM_TOTAL,VEHICULOS_DESCRIPCION,OTROS_NO_DECLARADOS_NUM,OTROS_NO_DECLARADOS_VALOR_TOTAL,OTROS_NO_DECLARADOS_DESCRIPCION,DEUDAS_NUM_TOTAL,DEUDAS_IMPORTE_CONCEDIDO_TOTAL,DEUDAS_SALDO_PENDIENTE_TOTAL,DEUDAS_DESCRIPCION_ACREEDOR,OBSERVACIONES,TOTAL_INGRESOS_DECLARADOS,TOTAL_ACTIVOS_LIQUIDOS,POSICION_NETA_LIQUIDA,depositos_saldo_total_directo,num_otros_bienes_derechos,otros_bienes_derechos_detalle
XIII,deputy_006_assets_000003_000_e_0000014_20190506.json,Pere Joan Pons Sampietro,Casado,Separación de bienes,28 abril 2019,6 mayo 2019,Diputado,,1,3039.35,concepto:Nómina Diputado GPS; euros:3039.35,0,0.0,,0,0.0,,0,0.0,,12595.88,0,,0,,0,,1,50000.0,tipo:Depósito en Cuenta Corriente; saldo:50000,0,,0,,0,,2,fecha_adquisicion:2017; descripcion:Volvo V50 Segunda Mano 2007 | fecha_adquisicion:2012; descripcion:VW Touran 2004 Segunda Mano,0,0.0,,1,250000.0,113256.0,descripcion:Préstamo hipotecario compartido 50%; fecha_concesion:2010; importe_concedido:250000; saldo_pendiente:113256,,3039.35,50000.0,-63256.0,,,
XIII,deputy_006_assets_000003_002_e_0011138_20191126.json,Pere toran Pans Sanyietin,,,,,Diputado,Illes Balears,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,La declaración final de bienes y rentas coincide exactamente con la declaración de bienes y rentas cumplimentada al presentar la credencial de Diputado electo de la XIV Legislatura.,0.0,0.0,0.0,,,
XIII,deputy_007_assets_000007_000_e_0000021_20190506.json,DIEGO MOVELLAN LOMBILLA,SOLTERO,,28-ABRIL-2019,06-MAYO-2019,Senador,CANTABRIA,0,0.0,,0,0.0,,0,0.0,,0,0.0,,13057.0,0,,0,,0,,1,29857.04,"tipo:DEPOSITOS EN CUENTAS CORRIENTES; saldo:29.857,04€",0,,0,,0,,1,fecha_adquisicion:JUNIO 2017; descripcion:NISSAN QASHQAI N-VISION,0,0.0,,0,0.0,0.0,,,0.0,29857.04,29857.04,,,
XIII,deputy_007_assets_000007_002_e_0009932_20191002.json,DIEGO MOVELLAN LOMBILLA,SOLTERO,,28-ABRIL-2019,06-MAYO-2019,Diputado,,1,0.0,concepto:DIPUTADO CONGRESO XIII LEGISLATURA; euros:PUBLICADO EN WEB CONGRESO,0,0.0,,0,0.0,,0,0.0,,13647.72,0,,0,,0,,1,27402.54,"tipo:DEPOSITOS EN CUENTAS CORRIENTES; saldo:27.402,54",0,,0,,0,,1,fecha_adquisicion:JUNIO 2017; descripcion:NISSAN QASHQAI N-VISION,0,0.0,,0,0.0,0.0,,,0.0,27402.54,27402.54,,,
XIII,deputy_008_assets_000178_000_e_0000589_20190513.json,BEATRIZ MICAELA CARRILLO DE LOS REYES,SOLTERA,,28 DE ABRIL DE 2019,6 DE MAYO DE 2019,Diputado,SEVILLA,1,35159.92,"concepto:RETRIBUCIONES DINERARIAS, NÓMINA EMPRESA; euros:35.159,92€",0,0.0,,0,0.0,,0,0.0,,5576.75,1,clase:VIVIENDA HABITUAL; situacion:SEVILLA; fecha_adquisicion:31/03/2011; derecho:100% NUDA PROPIEDAD; titulo:COMPRAVENTA,0,,0,,1,17008.0,saldo:17.008€,0,,0,,0,,0,,0,0.0,,1,122688.0,100527.09,"descripcion:CRÉDITO HIPOTECARIO DE LA VIVIENDA HABITUAL; fecha_concesion:31/03/2011; importe_concedido:122.688€; saldo_pendiente:100.527,09€",,35159.92,17008.0,-83519.09,,,
XIII,deputy_008_assets_000178_002_e_0010128_20191008.json,BEATRIZ MICAELA CARRILLO DE LOS REYES,SOLTERA,,28 DE ABRIL DE 2019,6 DE MAYO DE 2019,Diputado,SEVILLA,1,35159.92,"concepto:RETRIBUCIONES DINERARIAS, NÓMINA EMPRESA; euros:35.159,92€",0,0.0,,0,0.0,,0,0.0,,5576.75,1,clase:VIVIENDA HABITUAL; situacion:SEVILLA; fecha_adquisicion:31/03/2011; derecho:100% NUDA PROPIEDAD; titulo:COMPRAVENTA,0,,0,,1,23659.0,"saldo:23.659,00 €",0,,0,,0,,0,,1,200.0,descripcion:MICROCRÉDITOS PSOE; valor:200€,1,122688.0,98517.72,"fecha_concesion:31/03/2011; importe_concedido:122.688 €; saldo_pendiente:98.517,72 €","Se añade en el apartado OTROS BIENES, RENTAS O DERECHOS DE CONTENIDO ECONÓMICO NO DECLARADOS EN APARTADOS ANTERIORES información referente a un MICROCRÉDITO PSOE.",35159.92,23859.0,-74658.72,,,
XIII,deputy_009_assets_000008_000_e_0000025_20190506.json,VICTOR VALENTIN PIRIZ MAYA,PAREJA DE HECHO,,28-4-2019,6-5-2019,Senador,,0,0.0,,0,0.0,,1,0.0,entidad:BANCO SANTANDER; cantidad:293.4,0,0.0,,,5,"fecha_adquisicion:2015; derecho:PROPIEDAD 100% | fecha_adquisicion:2014; derecho:PROPIEDAD 11,11% | fecha_adquisicion:2014; derecho:PROPIEDAD 11,11% | fecha_adquisicion:2014; derecho:PROPIEDAD 11,11% | fecha_adquisicion:2014; derecho:PROPIEDAD 11,11%",1,"fecha_adquisicion:2014; derecho:PROPIEDAD 11,11%",0,,1,0.0,,0,,1,entidad:BANCO SANTANDER; valor:92.58,0,,2,fecha_adquisicion:2009; descripcion:AUDI A6. TDI 2.0 MULTITRONIC | fecha_adquisicion:2019; descripcion:KAWASAKI Z750,0,0.0,,2,121980.0,87829.96,fecha_concesion:2015; importe_concedido:121980; saldo_pendiente:87829.96 | descripcion:A FAVOR DE LOS HIJOS POR IMPORTE DE 636 EUROS MENSUALES,,0.0,0.0,-87829.96,,,
XIII,deputy_009_assets_000008_002_e_0010652_20191028.json,VICTOR VALENTIN PIRIZ MAYA,PAREJA DE HECHO,NO,28 DE MAYO DE 2019,6-5-2019,Diputado,BADAJOZ,0,0.0,,0,0.0,,0,0.0,,0,0.0,,10791.55,5,"clase:VIVIENDA EN TALAVERA LA REAL; situacion:Talavera la Real (BADAJOZ); fecha_adquisicion:2015; derecho:PROPIEDAD 100% | clase:VIVIENDA EN TALAVERA LA REAL; situacion:Talavera la Real (BADAJOZ); fecha_adquisicion:2014; derecho:HERENCIA PROPIEDAD 11,11% | clase:PLAZA DE GARAJE Y TRASTERO TALAVERA LA REAL; situacion:Talavera la Real (BADAJOZ); fecha_adquisicion:2014; derecho:HERENCIA PROPIEDAD 11,11% | clase:VIVIENDA EN ALBURQUERQUE (BADAJOZ); situacion:ALBURQUERQUE (BADAJOZ); fecha_adquisicion:2014; derecho:HERENCIA PROPIEDAD 11,11% | clase:PLAZA DE GARAJE EN ALBURQUERQUE; situacion:ALBURQUERQUE (BADAJOZ); fecha_adquisicion:2014; derecho:HERENCIA PROPIEDAD 11,11%",1,"clase:FINCA RUSTICA ""SANCHO GIL""; situacion:ALBURQUERQUE (BADAJOZ); fecha_adquisicion:2014; derecho:HERENCIA PORIEDAD 11,11%",0,,1,6194.43,tipo:DEPOSITOS BANCARIOS Y CUENTAS CORRIENTES; saldo:6194.43,0,,1,descripcion:ACCIONES BANCO SANTANDER; valor:84.15,0,,2,fecha_adquisicion:2012; descripcion:AUDI A6 | fecha_adquisicion:2019; descripcion:KAWASAKI Z750,0,0.0,,2,137053.0,100949.26,descripcion:HIPOTECA VIVIENDA; fecha_concesion:2015; importe_concedido:121980; saldo_pendiente:86309.38 | descripcion:PRESTAMO REFORMA VIVIENDA; fecha_concesion:2019; importe_concedido:15073; saldo_pendiente:14639.88,PENSION DE ALIMENTOS A FAVOR DE LOS HIJOS DE 636 EUROS MENSUALES,0.0,6194.43,-94754.83000000002,,,
XIII,deputy_010_assets_000012_000_e_0000038_20190507.json,Andrea Fernández Benéitez,soltera,,28 de abril de 2018,7 Mayo 2019,Diputado,León,1,986.18,"procedencia:AST S.L.; concepto:Percepciones netas de tipo salarial, sueldos, honorarios, aranceles y otras retribuciones; euros:986.18",0,0.0,,0,0.0,,0,0.0,,0.0,0,,0,,0,,1,10869.67,tipo:Cuenta corriente; saldo:10869.67,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,,986.18,10869.67,10869.67,,,
XIII,deputy_010_assets_000012_002_e_0009863_20191001.json,Andrea Fernández Benéitez,Soltera,,28 de abril de 2019,7 de mayo de 2019,Diputado,,1,986.18,procedencia:Nómina AST S.L.; concepto:de acuerdo con la declaración IRPF del ejercicio 2018; euros:986.18,0,0.0,,0,0.0,,0,0.0,,796.44,0,,0,,0,,1,17619.4,tipo:Depósito en cuenta corriente; saldo:17619.4,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,,986.18,17619.4,17619.4,,,
XIII,deputy_011_assets_000009_000_e_0000030_20190507.json,JAVIER ALFONSO CENDÓN,CASADO,SEPARACIÓN DE BIENES,07/05/2019,07/05/2019,Diputado,LEÓN,0,0.0,,0,0.0,,0,0.0,,1,3240.0,concepto:ARRENDAMIENTO DE VIVIENDA (50%); euros:3240.0,,3,clase:PISO; situacion:LEÓN; fecha_adquisicion:2010; derecho:PLENO DOMINIO; titulo:COMPRAVENTA | clase:PLAZA DE APARCAMIENTO; situacion:LEÓN; fecha_adquisicion:2010; derecho:PLENO DOMINIO; titulo:COMPRAVENTA | clase:PISO; situacion:LEÓN; fecha_adquisicion:2016; derecho:PLENO DOMINIO HERENCIA 50% DECLARANTE; titulo:HERENCIA,1,clase:FINCA RÚSTICA; situacion:LEÓN; fecha_adquisicion:2016; derecho:PLENO DOMINIO; titulo:HERENCIA,0,,1,74534.52,descripcion:4 CUENTAS CORRIENTES EN DIFERENTES ENTIDADES BANCARIAS; saldo:74534.52,0,,0,,0,,1,fecha_adquisicion:2016; descripcion:VEHÍCULO MERCEDES BENZ CLA 220,1,112000.0,descripcion:SEGURO DE VIDA EN CAIXA BANK; valor:112000,1,176000.0,120659.03,fecha_concesion:16/12/2019; importe_concedido:176000; saldo_pendiente:120659.03,,3240.0,186534.52,65875.49000000002,,,
XIII,deputy_011_assets_000009_002_e_0009861_20191001.json,JAVIER ALFONSO CENDÓN,CASADO,SEPARACIÓN DE BIENES,ELECCIONES GENERALES 28 DE ABRIL DE 2019,07/05/2019,Diputado,,1,40904.74,concepto:PROFESOR TITULAR EN LA UNIVERSIDAD DE LEÓN; euros:40904.74,0,0.0,,0,0.0,,1,3240.0,concepto:ARRENDAMIENTO DE VIVIENDA (50%); euros:3240.0,7588.84,3,clase:PISO; situacion:LEÓN; fecha_adquisicion:2010; derecho:PLENO DOMINIO; titulo:COMPRAVENTA | clase:PLAZA DE APARCAMIENTO; situacion:LEÓN; fecha_adquisicion:2010; derecho:PLENO DOMINIO; titulo:COMPRAVENTA | clase:PISO; situacion:LEÓN; fecha_adquisicion:2016; derecho:PLENO DOMINIO; titulo:HERENCIA,1,clase:FINCA RÚSTICA; situacion:LEÓN; fecha_adquisicion:2016; derecho:PLENO DOMINIO; titulo:HERENCIA,0,,1,81177.3,descripcion:4 CUENTAS CORRIENTES EN DIFERENTES ENTIDADES BANCARIAS; saldo:81177.3,0,,0,,0,,1,fecha_adquisicion:2016; descripcion:VEHÍCULO MERCEDES BENZ CLA 220,1,112000.0,descripcion:SEGURO DE VIDA EN CAIXA BANK; valor:112000,1,176000.0,118541.02,descripcion:PRESTAMO HIPOTECARIO CONCEDIDO POR CAIXA BANK; fecha_concesion:16/12/2010; importe_concedido:176000; saldo_pendiente:118541.02,,44144.74,193177.3,74636.27999999998,,,
XIII,deputy_012_assets_000010_000_e_0000031_20190507.json,JOSÉ JAVIER IZQUIERDO RONCERO,CASADO,GANANCIALES,28 ABRIL 2019,7 DE MAYO DE 2019,Diputado,VALLADOLID,3,95084.83,concepto:Procurador con dedicación exclusiva en Cortes de Castilla y León; euros:34371.07 | concepto:Trienios Junta de Castilla y León; euros:1661.39 | concepto:Secretario General de Infraestructuras del Ministerio de Fomento; euros:59052.37,0,0.0,,0,0.0,,0,0.0,,15626.67,5,clase:VIVIENDA; situacion:VALLADOLID; fecha_adquisicion:17/09/2013; derecho:GANANCIAL; titulo:COMPRAVENTA | clase:PLAZA APARCAMIENTO; situacion:VALLADOLID; fecha_adquisicion:17/09/2013; derecho:GANANCIAL; titulo:COMPRAVENTA | clase:VIVIENDA; situacion:VALLADOLID; fecha_adquisicion:14/04/2012; derecho:NUDA PROPIEDAD; titulo:HERENCIA | clase:VIVIENDA; situacion:ÁVILA; fecha_adquisicion:14/02/2012; derecho:NUDA PROPIEDAD; titulo:HERENCIA | clase:3 LOCALES INDUSTRIALES; situacion:ÁVILA; fecha_adquisicion:14/02/2012; derecho:NUDA PROPIEDAD; titulo:HERENCIA,0,,0,,1,68205.66,descripcion:TRES CUENTAS CORRIENTES EN VARIAS ENTIDADES BANCARIAS; saldo:68205.66,0,,0,,0,,1,fecha_adquisicion:30/05/2012; descripcion:FORD MONDEO,1,111265.34,descripcion:2 SEGUROS DE VIDA; valor:111265.34,1,125000.0,88997.49,descripcion:PRESTAMO HIPOTECARIO; fecha_concesion:17/09/2013; importe_concedido:125000; saldo_pendiente:88997.49,,95084.83,179471.0,90473.51,,,
XIII,deputy_012_assets_000010_002_e_0011089_20191125.json,José Javier Reoniérdo Tongero,,,,,Diputado,Valladolid,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,La declaración final de bienes y rentas coincide exactamente con la declaración de bienes y rentas cumplimentada al presentar la credencial de Diputado electo de la XIV Legislatura.,0.0,0.0,0.0,,,
XIII,deputy_013_assets_000011_000_e_0000036_20190507.json,José Carlos Durán Peralta,Soltero,,28/04/2019,07/05/2019,Diputado,Málaga,1,41349.19,"concepto:Salario Concejal Ayuntamiento de Málaga en Régimen de dedicación exclusiva. Rendimiento neto.; euros:41.349,19",0,0.0,,1,319.93,"concepto:Suma de rendimientos de capital mobiliario a integrar en la base imponible de ahorro; euros:319,93",0,0.0,,9310.53,1,clase:Vivienda; situacion:Málaga; fecha_adquisicion:13/08/2018; derecho:derecho sobre el 50%. Compraventa.,0,,0,,2,47655.17,"tipo:Fondo de Inversión; saldo:6.170,88 | tipo:Cuenta corriente y ahorro; saldo:41.484,29",0,,0,,0,,1,fecha_adquisicion:25/03/2019; descripcion:Peugeot 2008,0,0.0,,1,0.0,0.0,"fecha_concesion:13/08/2018; importe_concedido:50% de 50.000; saldo_pendiente:50% 49.155,47",,41669.12,47655.17,47655.17,,,
