cod_parlamentario,name,deputy_photo,hemiciclo_image,facebook,instagram,twitter,website,url
170,Patricia Blanquer Alcaraz,True,True,https://www.facebook.com/patricia.blanqueralcaraz,,https://twitter.com/Patri_Blanquer,http://www.patriciablanquer.es/,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=170&idLegislatura=XV&mostrarAgenda=false
171,Valle Mellado Sierra,True,True,,https://www.instagram.com/valle_mellado/,https://twitter.com/TgnValle,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=171&idLegislatura=XV&mostrarAgenda=false
172,Agustín Parra Gallego,True,True,,,https://twitter.com/agustinparra,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=172&idLegislatura=XV&mostrarAgenda=false
173,Nacho Martín Blanco,True,True,,https://www.instagram.com/nacho.martin.blanco/,https://twitter.com/nmartinblanco,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=173&idLegislatura=XV&mostrarAgenda=false
174,Llanos De Luna Tobarra,True,True,,,https://twitter.com/llanosdeluna,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=174&idLegislatura=XV&mostrarAgenda=false
175,Rafael Benigno Belmonte Gómez,True,True,,,https://twitter.com/rafael_belgom,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=175&idLegislatura=XV&mostrarAgenda=false
176,Alberto Rojo Blas,True,True,,,https://twitter.com/AlbertoRojoBlas,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=176&idLegislatura=XV&mostrarAgenda=false
177,Maribel Sánchez Torregrosa,True,True,,,https://twitter.com/maribelhovera,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=177&idLegislatura=XV&mostrarAgenda=false
178,Begoña Nasarre Oliva,True,True,https://www.facebook.com/begonasarre,,https://twitter.com/Begonasarre,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=178&idLegislatura=XV&mostrarAgenda=false
179,Pablo Vázquez Vega,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=179&idLegislatura=XV&mostrarAgenda=false
180,Ángel Ibáñez Hernando,True,True,,https://www.instagram.com/angelibanezhernando,https://twitter.com/angelibaher,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=180&idLegislatura=XV&mostrarAgenda=false
181,Miguel Ángel Quintanilla Navarro,True,True,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=181&idLegislatura=XV&mostrarAgenda=false
182,Joaquín Martínez Salmerón,True,True,,,https://twitter.com/JomasaJoaquin,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=182&idLegislatura=XV&mostrarAgenda=false
183,María Pilar Alía Aguado,True,True,https://www.facebook.com/pilar.aliaaguado,https://www.instagram.com/pilaraliaaguado,https://twitter.com/pilaraliaa,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=183&idLegislatura=XV&mostrarAgenda=false
184,José Manuel Velasco Retamosa,True,True,,,https://twitter.com/jmvelascor,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=184&idLegislatura=XV&mostrarAgenda=false
185,Francina Armengol Socias,True,True,https://www.facebook.com/farmengolsocias,https://www.instagram.com/f_armengol,https://twitter.com/F_Armengol,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=185&idLegislatura=XV&mostrarAgenda=false
186,Milena Herrera García,True,True,https://www.facebook.com/herrmilena,https://www.instagram.com/milena_herrera,https://twitter.com/milena_herrera,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=186&idLegislatura=XV&mostrarAgenda=false
187,María Dolores Corujo Berriel,True,True,,,https://twitter.com/loli_mcorujo,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=187&idLegislatura=XV&mostrarAgenda=false
188,José Vicente Marí Bosó,True,True,,https://www.instagram.com/jvmariboso,https://twitter.com/jvmariboso,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=188&idLegislatura=XV&mostrarAgenda=false
189,Pedro Sánchez Pérez,True,True,https://www.facebook.com/pedro.sanchezperezcastejon/,https://www.instagram.com/sanchezcastejon/,https://twitter.com/sanchezcastejon,https://sanchezcastejon.es,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=189&idLegislatura=XV&mostrarAgenda=false
190,Pepe Mercadal Baquero,True,True,,https://www.instagram.com/pepecei,https://twitter.com/pepemercadal,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=190&idLegislatura=XV&mostrarAgenda=false
191,Isaura Leal Fernández,True,True,,,https://twitter.com/isauralealf,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=191&idLegislatura=XV&mostrarAgenda=false
192,Vicenç Vidal Matas,True,True,,,https://twitter.com/vidalmatas14,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=192&idLegislatura=XV&mostrarAgenda=false
193,José María Figaredo Álvarez,True,True,,,https://twitter.com/FigaredoJose,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=193&idLegislatura=XV&mostrarAgenda=false
194,Ignacio Hoces Íñiguez,True,True,,,https://twitter.com/Ignacio_Hoces,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=194&idLegislatura=XV&mostrarAgenda=false
195,Roberto García Morís,True,True,,,https://twitter.com/MorisSiero,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=195&idLegislatura=XV&mostrarAgenda=false
196,Ana Belén Vázquez Blanco,True,True,https://www.facebook.com/anabelen.vazquezblanco.1,https://www.instagram.com/anadebande/,https://twitter.com/anadebande,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=196&idLegislatura=XV&mostrarAgenda=false
197,Rosa Quintana Carballo,True,True,,,https://twitter.com/RosaQuintanaMar,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=197&idLegislatura=XV&mostrarAgenda=false
198,Tristana María Moraleja Gómez,True,True,,,https://twitter.com/TristanaMg,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=198&idLegislatura=XV&mostrarAgenda=false
199,Pedro Puy Fraga,True,True,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=199&idLegislatura=XV&mostrarAgenda=false
200,Marta González Vázquez,True,True,,,https://twitter.com/martaglezvzqz,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=200&idLegislatura=XV&mostrarAgenda=false
201,Jorge Pueyo Sanz,True,True,,,https://twitter.com/jorge_pueyo95,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=201&idLegislatura=XV&mostrarAgenda=false
202,Rafael Antonio Hernando Fraile,True,True,https://www.facebook.com/RafaelHernandoPP,,https://twitter.com/Rafa_Hernando,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=202&idLegislatura=XV&mostrarAgenda=false
203,Lourdes Méndez Monasterio,True,True,,,https://twitter.com/LourdesMndezM1,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=203&idLegislatura=XV&mostrarAgenda=false
204,María Sandra Moneo Díez,True,True,,,https://twitter.com/DiezMoneo,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=204&idLegislatura=XV&mostrarAgenda=false
205,Javier De Andrés Guerra,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=205&idLegislatura=XV&mostrarAgenda=false
206,Miguel Ángel Sastre Uyá,True,True,https://www.facebook.com/miguelangel.sastreuya,https://www.instagram.com/miguelsastreuya/,https://twitter.com/miguelsastreuya,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=206&idLegislatura=XV&mostrarAgenda=false
207,Jorge Campos Asensi,True,True,,,https://twitter.com/jcamposasensi,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=207&idLegislatura=XV&mostrarAgenda=false
208,Enrique Belda Pérez,True,True,,https://www.instagram.com/diputadobelda/,https://twitter.com/diputadoBelda,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=208&idLegislatura=XV&mostrarAgenda=false
209,Elías Bendodo Benasayag,True,True,https://www.facebook.com/eliasbendodo,https://instagram.com/eliasbendodo,https://twitter.com/eliasbendodo,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=209&idLegislatura=XV&mostrarAgenda=false
210,Julia Parra Aparicio,True,True,,,https://twitter.com/JuliaParra73,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=210&idLegislatura=XV&mostrarAgenda=false
211,Joaquín Melgarejo Moreno,True,True,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=211&idLegislatura=XV&mostrarAgenda=false
212,Sandra Pascual Rocamora,True,True,,,https://twitter.com/sandrapascual_,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=212&idLegislatura=XV&mostrarAgenda=false
213,Ana Martínez Labella,True,True,https://www.facebook.com/ana.martinezlabella,https://www.instagram.com/amartinezlabella,https://twitter.com/AnaMartinezLab1,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=213&idLegislatura=XV&mostrarAgenda=false
214,Tomás Fernández Ríos,True,True,,,https://twitter.com/tom_fdez,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=214&idLegislatura=XV&mostrarAgenda=false
215,Carmen Navarro Lacoba,True,True,,,https://twitter.com/CnLacoba,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=215&idLegislatura=XV&mostrarAgenda=false
216,Macarena Montesinos de Miguel,True,True,,,https://twitter.com/MackMontesinos,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=216&idLegislatura=XV&mostrarAgenda=false
217,César Sánchez Pérez,True,True,,https://www.instagram.com/sanchezcesar/,https://twitter.com/sanchezcesar,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=217&idLegislatura=XV&mostrarAgenda=false
218,Carmen Martínez Ramírez,True,True,,https://www.instagram.com/carmenpsoe/,https://twitter.com/carmenpsoe,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=218&idLegislatura=XV&mostrarAgenda=false
219,Vicent Manuel Sarrià Morell,True,True,,,https://twitter.com/SarriMorell,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=219&idLegislatura=XV&mostrarAgenda=false
220,Marta Trenzano Rubio,True,True,https://www.facebook.com/marta.trenzanorubio.3,https://www.instagram.com/martatrenzano,https://twitter.com/martatrenzano,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=220&idLegislatura=XV&mostrarAgenda=false
221,Inés Granollers Cunillera,True,True,https://www.facebook.com/ines.granollers,,https://twitter.com/InesGranollers,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=221&idLegislatura=XV&mostrarAgenda=false
222,Francesc,True,True,,,https://twitter.com/fmarcalvaro,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=222&idLegislatura=XV&mostrarAgenda=false
223,Pilar Vallugera Balañà,True,True,,,https://twitter.com/PilarVallugera,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=223&idLegislatura=XV&mostrarAgenda=false
224,Teresa Jordà i Roura,True,True,,,https://twitter.com/teresajorda,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=224&idLegislatura=XV&mostrarAgenda=false
225,Carlos Martín Urriza,True,True,,,https://twitter.com/carlosurriza,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=225&idLegislatura=XV&mostrarAgenda=false
226,Begoña García Bernal,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=226&idLegislatura=XV&mostrarAgenda=false
227,Luis Alberto Marín González,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=227&idLegislatura=XV&mostrarAgenda=false
228,Juan Antonio González Gracia,True,True,,,https://twitter.com/jagonzalez_78,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=228&idLegislatura=XV&mostrarAgenda=false
229,Rafael Simancas Simancas,True,True,,,https://twitter.com/SimancasRafael,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=229&idLegislatura=XV&mostrarAgenda=false
230,Francisco Lucas Ayala,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=230&idLegislatura=XV&mostrarAgenda=false
231,Caridad Rives Arcayna,True,True,,,https://twitter.com/CaridadRives,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=231&idLegislatura=XV&mostrarAgenda=false
232,Sergio Gutiérrez Prieto,True,True,,,https://twitter.com/Sergio_GP,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=232&idLegislatura=XV&mostrarAgenda=false
233,Margarita Robles Fernández,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=233&idLegislatura=XV&mostrarAgenda=false
234,María de las Mercedes Cantalapiedra Álvarez,True,True,,,https://twitter.com/mmcantalapiedra,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=234&idLegislatura=XV&mostrarAgenda=false
235,Jimena Delgado,True,True,,,https://twitter.com/JimenaLPGC,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=235&idLegislatura=XV&mostrarAgenda=false
236,Pedro Muñoz Abrines,True,True,,,https://twitter.com/MunozAbrines,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=236&idLegislatura=XV&mostrarAgenda=false
237,Carmen Calvo Poyato,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=237&idLegislatura=XV&mostrarAgenda=false
238,Néstor Rego Candamil,True,True,https://www.facebook.com/nestor.rego,,https://twitter.com/NestorRego,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=238&idLegislatura=XV&mostrarAgenda=false
239,Isidre Gavin i Valls,True,True,https://www.facebook.com/isidre.gavin,https://www.instagram.com/gavinisidre,https://twitter.com/isidregavin,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=239&idLegislatura=XV&mostrarAgenda=false
240,Eduard Pujol Bonell,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=240&idLegislatura=XV&mostrarAgenda=false
241,Míriam Nogueras i Camero,True,True,,,https://twitter.com/miriamnoguerasM,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=241&idLegislatura=XV&mostrarAgenda=false
242,Josep Maria Cervera Pinart,True,True,https://www.facebook.com/jmcerverapinart,https://www.instagram.com/josepmcervera/,https://twitter.com/josepmcervera,https://josepmcervera.blogspot.com/,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=242&idLegislatura=XV&mostrarAgenda=false
243,Pilar Calvo Gómez,True,True,,,https://twitter.com/pilarcalvo13,http://pilarcalvo.com/,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=243&idLegislatura=XV&mostrarAgenda=false
244,Josep Maria Cruset Domènech,True,True,,,https://twitter.com/jmcruset,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=244&idLegislatura=XV&mostrarAgenda=false
245,Marta Madrenas i Mir,True,True,https://www.facebook.com/marta.madrenas.mir,https://www.instagram.com/martamadrenas/,https://twitter.com/martamadrenas,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=245&idLegislatura=XV&mostrarAgenda=false
246,Esperanza Reynal Reillo,True,True,,,https://twitter.com/sepereynal,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=246&idLegislatura=XV&mostrarAgenda=false
247,Carlos Gil Santiago,True,True,,,https://twitter.com/CarlosGilS,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=247&idLegislatura=XV&mostrarAgenda=false
248,Fernando De Rosa Torner,True,True,,,https://twitter.com/fernandoderosa4,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=248&idLegislatura=XV&mostrarAgenda=false
249,Blanca Armario González,True,True,https://www.facebook.com/profile.php?id=100083562305859,https://www.instagram.com/blancaarmario/,https://twitter.com/armarioblanca,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=249&idLegislatura=XV&mostrarAgenda=false
250,Pedro Navarro López,True,True,,https://www.instagram.com/pedro_navarr0/,https://twitter.com/PedroNavarroL,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=250&idLegislatura=XV&mostrarAgenda=false
251,María del Mar González Bella,True,False,,,,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=251&idLegislatura=XV&mostrarAgenda=false
252,Javier Alfonso Cendón,True,True,https://www.facebook.com/alfonsocendon,https://www.instagram.com/alfonsocendon/,https://twitter.com/alfonsocendon,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=252&idLegislatura=XV&mostrarAgenda=false
253,Félix Bolaños García,True,True,https://www.facebook.com/felixbolanosg,https://www.instagram.com/felixbolanosg/,https://twitter.com/felixbolanosg,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=253&idLegislatura=XV&mostrarAgenda=false
254,Alma Alfonso Silvestre,True,True,,https://www.instagram.com/alma_alfonsosilvestre/,https://twitter.com/AlmaAlfonsoS,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=254&idLegislatura=XV&mostrarAgenda=false
255,Guillermo Mariscal Anaya,True,True,,https://www.instagram.com/guillermomariscalanaya/,https://twitter.com/gmariscalanaya,,https://www.congreso.es/es/busqueda-de-diputados?p_p_id=diputadomodule&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_diputadomodule_mostrarFicha=true&codParlamentario=255&idLegislatura=XV&mostrarAgenda=false
